Sample_Name	Library_ID	Lane	Colour_Chemistry	SeqType	Organism	Strandedness	UDG_Treatment	R1	R2	BAM
I11994	I11994_ERS8207965	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I11994_ERS8207965_L1_R1.fastq.gz	NA	NA
I14468	I14468_ERS8208315	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I14468_ERS8208315_L1_R1.fastq.gz	NA	NA
I17262	I17262_ERS8208732	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I17262_ERS8208732_L1_R1.fastq.gz	NA	NA
I17263	I17263_ERS8208733	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I17263_ERS8208733_L1_R1.fastq.gz	NA	NA
I17263	I17263_ERS8208734	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I17263_ERS8208734_L1_R1.fastq.gz	NA	NA
I17264	I17264_ERS8208735	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I17264_ERS8208735_L1_R1.fastq.gz	NA	NA
I17264	I17264_ERS8208736	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I17264_ERS8208736_L1_R1.fastq.gz	NA	NA
I17266	I17266_ERS8208737	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I17266_ERS8208737_L1_R1.fastq.gz	NA	NA
I17266	I17266_ERS8208738	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I17266_ERS8208738_L1_R1.fastq.gz	NA	NA
I17267	I17267_ERS8208739	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I17267_ERS8208739_L1_R1.fastq.gz	NA	NA
I17267	I17267_ERS8208740	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I17267_ERS8208740_L1_R1.fastq.gz	NA	NA
I17310	I17310_ERS8208741	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17310_ERS8208741_L1_R1.fastq.gz	NA	NA
I17310	I17310_ERS8208742	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17310_ERS8208742_L1_R1.fastq.gz	NA	NA
I17311	I17311_ERS8208743	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17311_ERS8208743_L1_R1.fastq.gz	NA	NA
I17311	I17311_ERS8208744	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17311_ERS8208744_L1_R1.fastq.gz	NA	NA
I17312	I17312_ERS8208745	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17312_ERS8208745_L1_R1.fastq.gz	NA	NA
I17312	I17312_ERS8208746	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17312_ERS8208746_L1_R1.fastq.gz	NA	NA
I17313	I17313_ERS8208747	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17313_ERS8208747_L1_R1.fastq.gz	NA	NA
I17313	I17313_ERS8208748	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17313_ERS8208748_L1_R1.fastq.gz	NA	NA
I17314	I17314_ERS8208749	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17314_ERS8208749_L1_R1.fastq.gz	NA	NA
I17314	I17314_ERS8208750	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17314_ERS8208750_L1_R1.fastq.gz	NA	NA
I17315	I17315_ERS8208751	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17315_ERS8208751_L1_R1.fastq.gz	NA	NA
I17315	I17315_ERS8208752	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17315_ERS8208752_L1_R1.fastq.gz	NA	NA
I17316	I17316_ERS8208753	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17316_ERS8208753_L1_R1.fastq.gz	NA	NA
I17316	I17316_ERS8208754	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17316_ERS8208754_L1_R1.fastq.gz	NA	NA
I17317	I17317_ERS8208755	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17317_ERS8208755_L1_R1.fastq.gz	NA	NA
I17317	I17317_ERS8208756	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17317_ERS8208756_L1_R1.fastq.gz	NA	NA
I17320	I17320_ERS8208757	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17320_ERS8208757_L1_R1.fastq.gz	NA	NA
I17320	I17320_ERS8208758	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17320_ERS8208758_L1_R1.fastq.gz	NA	NA
I17321	I17321_ERS8208759	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17321_ERS8208759_L1_R1.fastq.gz	NA	NA
I17321	I17321_ERS8208760	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17321_ERS8208760_L1_R1.fastq.gz	NA	NA
I17322	I17322_ERS8208761	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17322_ERS8208761_L1_R1.fastq.gz	NA	NA
I17322	I17322_ERS8208762	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17322_ERS8208762_L1_R1.fastq.gz	NA	NA
I17323	I17323_ERS8208763	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17323_ERS8208763_L1_R1.fastq.gz	NA	NA
I17323	I17323_ERS8208764	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17323_ERS8208764_L1_R1.fastq.gz	NA	NA
I17324	I17324_ERS8208765	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17324_ERS8208765_L1_R1.fastq.gz	NA	NA
I17324	I17324_ERS8208766	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17324_ERS8208766_L1_R1.fastq.gz	NA	NA
I17325	I17325_ERS8208767	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17325_ERS8208767_L1_R1.fastq.gz	NA	NA
I17325	I17325_ERS8208768	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17325_ERS8208768_L1_R1.fastq.gz	NA	NA
I17327	I17327_ERS8208769	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17327_ERS8208769_L1_R1.fastq.gz	NA	NA
I17327	I17327_ERS8208770	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17327_ERS8208770_L1_R1.fastq.gz	NA	NA
I17607	I17607_ERS8208771	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17607_ERS8208771_L1_R1.fastq.gz	NA	NA
I17607	I17607_ERS8208772	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17607_ERS8208772_L1_R1.fastq.gz	NA	NA
I17611	I17611_ERS8208773	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17611_ERS8208773_L1_R1.fastq.gz	NA	NA
I17611	I17611_ERS8208774	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17611_ERS8208774_L1_R1.fastq.gz	NA	NA
I17612	I17612_ERS8208775	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17612_ERS8208775_L1_R1.fastq.gz	NA	NA
I17612	I17612_ERS8208776	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17612_ERS8208776_L1_R1.fastq.gz	NA	NA
I17613	I17613_ERS8208777	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17613_ERS8208777_L1_R1.fastq.gz	NA	NA
I17613	I17613_ERS8208778	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17613_ERS8208778_L1_R1.fastq.gz	NA	NA
I17614	I17614_ERS8208779	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17614_ERS8208779_L1_R1.fastq.gz	NA	NA
I17614	I17614_ERS8208780	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17614_ERS8208780_L1_R1.fastq.gz	NA	NA
I17616	I17616_ERS8208781	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17616_ERS8208781_L1_R1.fastq.gz	NA	NA
I17616	I17616_ERS8208782	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17616_ERS8208782_L1_R1.fastq.gz	NA	NA
I17669	I17669_ERS8208783	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17669_ERS8208783_L1_R1.fastq.gz	NA	NA
I17669	I17669_ERS8208784	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17669_ERS8208784_L1_R1.fastq.gz	NA	NA
I17670	I17670_ERS8208785	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17670_ERS8208785_L1_R1.fastq.gz	NA	NA
I17670	I17670_ERS8208786	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17670_ERS8208786_L1_R1.fastq.gz	NA	NA
I17671	I17671_ERS8208787	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17671_ERS8208787_L1_R1.fastq.gz	NA	NA
I17671	I17671_ERS8208788	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I17671_ERS8208788_L1_R1.fastq.gz	NA	NA
I1774	I1774_ERS8208789	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I1774_ERS8208789_L1_R1.fastq.gz	NA	NA
I1774	I1774_ERS8208790	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I1774_ERS8208790_L1_R1.fastq.gz	NA	NA
I17750	I17750_ERS8208791	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I17750_ERS8208791_L1_R1.fastq.gz	NA	NA
I17750	I17750_ERS8208792	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I17750_ERS8208792_L1_R1.fastq.gz	NA	NA
I18110	I18110_ERS8208793	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18110_ERS8208793_L1_R1.fastq.gz	NA	NA
I18110	I18110_ERS8208794	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18110_ERS8208794_L1_R1.fastq.gz	NA	NA
I18181	I18181_ERS8208795	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18181_ERS8208795_L1_R1.fastq.gz	NA	NA
I18181	I18181_ERS8208796	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18181_ERS8208796_L1_R1.fastq.gz	NA	NA
I18182	I18182_ERS8208797	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18182_ERS8208797_L1_R1.fastq.gz	NA	NA
I18182	I18182_ERS8208798	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18182_ERS8208798_L1_R1.fastq.gz	NA	NA
I18183	I18183_ERS8208799	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18183_ERS8208799_L1_R1.fastq.gz	NA	NA
I18183	I18183_ERS8208800	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18183_ERS8208800_L1_R1.fastq.gz	NA	NA
I18211	I18211_ERS8208801	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18211_ERS8208801_L1_R1.fastq.gz	NA	NA
I18211	I18211_ERS8208802	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18211_ERS8208802_L1_R1.fastq.gz	NA	NA
I18213	I18213_ERS8208803	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18213_ERS8208803_L1_R1.fastq.gz	NA	NA
I18213	I18213_ERS8208804	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18213_ERS8208804_L1_R1.fastq.gz	NA	NA
I18216	I18216_ERS8208805	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18216_ERS8208805_L1_R1.fastq.gz	NA	NA
I18216	I18216_ERS8208806	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18216_ERS8208806_L1_R1.fastq.gz	NA	NA
I18220	I18220_ERS8208807	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18220_ERS8208807_L1_R1.fastq.gz	NA	NA
I18220	I18220_ERS8208808	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18220_ERS8208808_L1_R1.fastq.gz	NA	NA
I18226	I18226_ERS8208809	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18226_ERS8208809_L1_R1.fastq.gz	NA	NA
I18226	I18226_ERS8208810	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18226_ERS8208810_L1_R1.fastq.gz	NA	NA
I18227	I18227_ERS8208811	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18227_ERS8208811_L1_R1.fastq.gz	NA	NA
I18227	I18227_ERS8208812	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18227_ERS8208812_L1_R1.fastq.gz	NA	NA
I18239	I18239_ERS8208813	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18239_ERS8208813_L1_R1.fastq.gz	NA	NA
I18239	I18239_ERS8208814	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18239_ERS8208814_L1_R1.fastq.gz	NA	NA
I18241	I18241_ERS8208815	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18241_ERS8208815_L1_R1.fastq.gz	NA	NA
I18241	I18241_ERS8208816	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18241_ERS8208816_L1_R1.fastq.gz	NA	NA
I18245	I18245_ERS8208817	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18245_ERS8208817_L1_R1.fastq.gz	NA	NA
I18245	I18245_ERS8208818	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18245_ERS8208818_L1_R1.fastq.gz	NA	NA
I18246	I18246_ERS8208819	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18246_ERS8208819_L1_R1.fastq.gz	NA	NA
I18246	I18246_ERS8208820	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18246_ERS8208820_L1_R1.fastq.gz	NA	NA
I18259	I18259_ERS8208821	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18259_ERS8208821_L1_R1.fastq.gz	NA	NA
I18259	I18259_ERS8208822	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18259_ERS8208822_L1_R1.fastq.gz	NA	NA
I18426	I18426_ERS8208823	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18426_ERS8208823_L1_R1.fastq.gz	NA	NA
I18426	I18426_ERS8208824	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18426_ERS8208824_L1_R1.fastq.gz	NA	NA
I18427	I18427_ERS8208825	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18427_ERS8208825_L1_R1.fastq.gz	NA	NA
I18427	I18427_ERS8208826	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18427_ERS8208826_L1_R1.fastq.gz	NA	NA
I18428	I18428_ERS8208827	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18428_ERS8208827_L1_R1.fastq.gz	NA	NA
I18428	I18428_ERS8208828	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18428_ERS8208828_L1_R1.fastq.gz	NA	NA
I18488	I18488_ERS8208829	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18488_ERS8208829_L1_R1.fastq.gz	NA	NA
I18488	I18488_ERS8208830	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18488_ERS8208830_L1_R1.fastq.gz	NA	NA
I18489	I18489_ERS8208831	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18489_ERS8208831_L1_R1.fastq.gz	NA	NA
I18489	I18489_ERS8208832	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18489_ERS8208832_L1_R1.fastq.gz	NA	NA
I18490	I18490_ERS8208833	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18490_ERS8208833_L1_R1.fastq.gz	NA	NA
I18490	I18490_ERS8208834	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18490_ERS8208834_L1_R1.fastq.gz	NA	NA
I18491	I18491_ERS8208835	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18491_ERS8208835_L1_R1.fastq.gz	NA	NA
I18491	I18491_ERS8208836	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18491_ERS8208836_L1_R1.fastq.gz	NA	NA
I18492	I18492_ERS8208837	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18492_ERS8208837_L1_R1.fastq.gz	NA	NA
I18492	I18492_ERS8208838	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18492_ERS8208838_L1_R1.fastq.gz	NA	NA
I18493	I18493_ERS8208839	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18493_ERS8208839_L1_R1.fastq.gz	NA	NA
I18493	I18493_ERS8208840	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18493_ERS8208840_L1_R1.fastq.gz	NA	NA
I18526	I18526_ERS8208841	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18526_ERS8208841_L1_R1.fastq.gz	NA	NA
I18526	I18526_ERS8208842	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18526_ERS8208842_L1_R1.fastq.gz	NA	NA
I18527	I18527_ERS8208843	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18527_ERS8208843_L1_R1.fastq.gz	NA	NA
I18527	I18527_ERS8208844	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18527_ERS8208844_L1_R1.fastq.gz	NA	NA
I18528	I18528_ERS8208845	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18528_ERS8208845_L1_R1.fastq.gz	NA	NA
I18528	I18528_ERS8208846	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18528_ERS8208846_L1_R1.fastq.gz	NA	NA
I18529	I18529_ERS8208847	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18529_ERS8208847_L1_R1.fastq.gz	NA	NA
I18529	I18529_ERS8208848	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18529_ERS8208848_L1_R1.fastq.gz	NA	NA
I18530	I18530_ERS8208849	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18530_ERS8208849_L1_R1.fastq.gz	NA	NA
I18530	I18530_ERS8208850	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18530_ERS8208850_L1_R1.fastq.gz	NA	NA
I18531	I18531_ERS8208851	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18531_ERS8208851_L1_R1.fastq.gz	NA	NA
I18531	I18531_ERS8208852	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18531_ERS8208852_L1_R1.fastq.gz	NA	NA
I18599	I18599_ERS8208853	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18599_ERS8208853_L1_R1.fastq.gz	NA	NA
I18599	I18599_ERS8208854	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18599_ERS8208854_L1_R1.fastq.gz	NA	NA
I18606	I18606_ERS8208855	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18606_ERS8208855_L1_R1.fastq.gz	NA	NA
I18606	I18606_ERS8208856	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18606_ERS8208856_L1_R1.fastq.gz	NA	NA
I18691	I18691_ERS8208857	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18691_ERS8208857_L1_R1.fastq.gz	NA	NA
I18691	I18691_ERS8208858	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18691_ERS8208858_L1_R1.fastq.gz	NA	NA
I18719	I18719_ERS8208859	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18719_ERS8208859_L1_R1.fastq.gz	NA	NA
I18719	I18719_ERS8208860	1	4	SE	Homo sapiens (modern human)	double	half	<PATH_TO_DATA>/I18719_ERS8208860_L1_R1.fastq.gz	NA	NA
I18832	I18832_ERS8208861	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18832_ERS8208861_L1_R1.fastq.gz	NA	NA
I18832	I18832_ERS8208862	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18832_ERS8208862_L1_R1.fastq.gz	NA	NA
I18833	I18833_ERS8208863	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18833_ERS8208863_L1_R1.fastq.gz	NA	NA
I18833	I18833_ERS8208864	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18833_ERS8208864_L1_R1.fastq.gz	NA	NA
I18834	I18834_ERS8208865	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18834_ERS8208865_L1_R1.fastq.gz	NA	NA
I18834	I18834_ERS8208866	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18834_ERS8208866_L1_R1.fastq.gz	NA	NA
I18835	I18835_ERS8208867	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18835_ERS8208867_L1_R1.fastq.gz	NA	NA
I18835	I18835_ERS8208868	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18835_ERS8208868_L1_R1.fastq.gz	NA	NA
I18837	I18837_ERS8208869	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18837_ERS8208869_L1_R1.fastq.gz	NA	NA
I18837	I18837_ERS8208870	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18837_ERS8208870_L1_R1.fastq.gz	NA	NA
I18838	I18838_ERS8208871	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18838_ERS8208871_L1_R1.fastq.gz	NA	NA
I18838	I18838_ERS8208872	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18838_ERS8208872_L1_R1.fastq.gz	NA	NA
I18839	I18839_ERS8208873	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18839_ERS8208873_L1_R1.fastq.gz	NA	NA
I18839	I18839_ERS8208874	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18839_ERS8208874_L1_R1.fastq.gz	NA	NA
I18840	I18840_ERS8208875	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18840_ERS8208875_L1_R1.fastq.gz	NA	NA
I18840	I18840_ERS8208876	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18840_ERS8208876_L1_R1.fastq.gz	NA	NA
I18988	I18988_ERS8208877	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18988_ERS8208877_L1_R1.fastq.gz	NA	NA
I18988	I18988_ERS8208878	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I18988_ERS8208878_L1_R1.fastq.gz	NA	NA
I19037	I19037_ERS8208879	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I19037_ERS8208879_L1_R1.fastq.gz	NA	NA
I19037	I19037_ERS8208880	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I19037_ERS8208880_L1_R1.fastq.gz	NA	NA
I19040	I19040_ERS8208881	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I19040_ERS8208881_L1_R1.fastq.gz	NA	NA
I19040	I19040_ERS8208882	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I19040_ERS8208882_L1_R1.fastq.gz	NA	NA
I19042	I19042_ERS8208883	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I19042_ERS8208883_L1_R1.fastq.gz	NA	NA
I19042	I19042_ERS8208884	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I19042_ERS8208884_L1_R1.fastq.gz	NA	NA
I19043	I19043_ERS8208885	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I19043_ERS8208885_L1_R1.fastq.gz	NA	NA
I19043	I19043_ERS8208886	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I19043_ERS8208886_L1_R1.fastq.gz	NA	NA
I19044	I19044_ERS8208887	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I19044_ERS8208887_L1_R1.fastq.gz	NA	NA
I19044	I19044_ERS8208888	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I19044_ERS8208888_L1_R1.fastq.gz	NA	NA
I19045	I19045_ERS8208889	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I19045_ERS8208889_L1_R1.fastq.gz	NA	NA
I19045	I19045_ERS8208890	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I19045_ERS8208890_L1_R1.fastq.gz	NA	NA
I19046	I19046_ERS8208891	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I19046_ERS8208891_L1_R1.fastq.gz	NA	NA
I19046	I19046_ERS8208892	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I19046_ERS8208892_L1_R1.fastq.gz	NA	NA
I19047	I19047_ERS8208893	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I19047_ERS8208893_L1_R1.fastq.gz	NA	NA
I19047	I19047_ERS8208894	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I19047_ERS8208894_L1_R1.fastq.gz	NA	NA
I19207	I19207_ERS8208895	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I19207_ERS8208895_L1_R1.fastq.gz	NA	NA
I19207	I19207_ERS8208896	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I19207_ERS8208896_L1_R1.fastq.gz	NA	NA
I19209	I19209_ERS8208897	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I19209_ERS8208897_L1_R1.fastq.gz	NA	NA
I19209	I19209_ERS8208898	1	4	SE	Homo sapiens (modern human)	single	half	<PATH_TO_DATA>/I19209_ERS8208898_L1_R1.fastq.gz	NA	NA
